MAE,RMSE,MAPE
178.5423701167818,394.88841786157343,15.676636993106536
177.22582637618996,389.8998367078436,15.516220497026728
178.9155731976127,392.81027816301764,15.659535552991313
176.5313588091427,397.5435342521984,15.427170099494417
178.793557074566,401.46720405960053,15.654991453023873
178.2386912996016,391.2793088307108,15.713966720857378
178.19306410938674,398.39765157913286,15.546256025138508
177.33790590523517,394.49589252971066,15.602407434409779
178.2036067118376,397.4065394024112,15.735369389672213
178.16513255080682,398.0134264604449,15.669996960983894
178.8331986464827,392.11106554565447,15.917334719443124
178.64654931947655,395.3198550190171,15.752789574883916
177.902680798409,395.86456109106587,15.53548508760794
177.3908809736263,390.8804513876381,15.67510057851053
178.63105015570096,395.5024698806608,15.650390719112794
178.02994175691734,399.4106644674203,15.699786903401344
179.9047935213031,400.0472083198067,15.77465208441019
177.74320247418643,397.1146079477075,15.491925599178803
179.27563989734196,397.49735296959824,15.804568709840872
177.15097334532462,393.04875960759864,15.586004900855881
178.5069296371786,397.70466084751564,15.592078989007671
177.93660409260139,396.83933983964886,15.753851390707283
177.63828962488438,398.6656575732268,15.545355392159186
178.65877771055614,398.52861821195137,15.683764644795925
178.85553029059852,396.805103367476,15.681256745509597
177.97552712697157,391.4859028685983,15.72802874404225
179.16643090000116,410.09049879789455,15.587363340470931
177.05478495684898,395.4203793372005,15.491598822538533
176.88041164548542,394.7211415048035,15.550928104126339
177.13105130880732,396.45140465324573,15.579982505089687
177.40285260717204,388.0733068243967,15.528582969228955
